Museu,Número,Gênero,Espécie,Sexo,Localidade,Estado,País,Dentição ,Idade,obs,Planilha 
USNM,94092,Didelphis,virginiana,Male,Altamira,Tamaulipas,Mexico,,7,,D virginiana 11
USNM,A01404,Didelphis,virginiana,Unknown,Matamoras,Tamaulipas,Mexico,p3m3 - começando,,fêmea,D virginiana 11
USNM,58163,Didelphis,virginiana,Female,Orizaba,Veracruz,Mexico,dp3m3,,,D virginiana 11
USNM,36518,Didelphis,virginiana,Male,,,Mexico,,7,não estava no banco de dados,D virginiana 11
USNM,65956,Didelphis,virginiana,Male,Catemaco,Veracruz,Mexico,,7,,D virginiana 11
USNM,78123,Didelphis,virginiana,Male,Minatitlan,Veracruz,Mexico,,7,,D virginiana 11
USNM,41871,Didelphis,virginiana,Male,Brownsville,Texas,United States,,6,não estava no banco de dados,D virginiana 11
USNM,25222,Didelphis,virginiana,Female,Del Rio,Texas,United States,p3m3 - p3 e m4 ainda eclodindo,,não estava no banco de dados,D virginiana 11
USNM,31764,Didelphis,virginiana,Male,Eagle Pass,Texas,United States,dp3m2,,não estava no banco de dados,D virginiana 11
USNM,43279,Didelphis,virginiana,Male,Alice,Texas,United States,p3m3 - p3 e m4 ainda eclodindo,,não estava no banco de dados,D virginiana 11
USNM,43280,Didelphis,virginiana,Male,Corpus Christi,Texas,United States,,7,não estava no banco de dados,D virginiana 11
USNM,63131,Didelphis,virginiana,Male,Fort Clark,Texas,United States,,7,,D virginiana 11
USNM,63134,Didelphis,virginiana,Male,Fort Clark,Texas,United States,,7,,D virginiana 11
USNM,99907,Didelphis,virginiana,Female,Corpus Christi,Texas,United States,p3m3 - começando,,,D virginiana 11
USNM,117533,Didelphis,virginiana,Female,Devil'S River,Texas,United States,dp3m2,,,D virginiana 11
USNM,143136,Didelphis,virginiana,Male,Fort Clark,Texas,United States,,6,,D virginiana 11
USNM,143139,Didelphis,virginiana,Female,Fort Clark,Texas,United States,p3m3 - p3 e m4 ainda eclodindo,,,D virginiana 11
USNM,158716,Didelphis,virginiana,Male,Castleberry,Alabama,United States,dp3m1 - começando,,,D virginiana 11
USNM,158717,Didelphis,virginiana,Female,Castleberry,Alabama,United States,dp3m1 - começando,,,D virginiana 11
USNM,158718,Didelphis,virginiana,Female,Bon Secour,Alabama,United States,dp3m2,,,D virginiana 11
USNM,61843,Didelphis,virginiana,Male,Kissimmee River,Florida,United States,,7,,D virginiana 11
USNM,79115,Didelphis,virginiana,Female,Lake Harney,Florida,United States,dp3m2 - eclodido,,,D virginiana 11
USNM,79117,Didelphis,virginiana,Male,Sebastian,Florida,United States,p3m3 - começando,,,D virginiana 11
USNM,111244,Didelphis,virginiana,Female,"Catfish Creek, Sawgrass Island",Florida,United States,p3m3 - começando,,,D virginiana 11
USNM,259201,Didelphis,virginiana,Male,Big Pine Key,Florida,United States,dp3m3,,,D virginiana 11
USNM,263768,Didelphis,virginiana,Male,"Carrabelle, 3 Mi SW",Florida,United States,,6,,D virginiana 11
USNM,265004,Didelphis,virginiana,Unknown,"Everglades, 10 Mi N",Florida,United States,,6,macho?,D virginiana 11
USNM,348116,Didelphis,virginiana,Female,"Jackson, Co., Marianna",Florida,United States,,6,,D virginiana 11
USNM,A03899,Didelphis,virginiana,Unknown,,Georgia,United States,,7,macho ,D virginiana 11
USNM,186545,Didelphis,virginiana,Female,,Georgia,United States,dp3m1 - começando,,,D virginiana 11
USNM,285032,Didelphis,virginiana,Male,Tipton,Georgia,United States,dp3m2,,,D virginiana 11
USNM,46389,Didelphis,virginiana,Female,Houma,Louisiana,United States,,6,não estava no banco de dados,D virginiana 11
USNM,99970,Didelphis,virginiana,Male,,Louisiana,United States,,6,,D virginiana 11
USNM,139776,Didelphis,virginiana,Male,"Abbeville, 20 Mi S",Louisiana,United States,,7,,D virginiana 11
USNM,284825,Didelphis,virginiana,Male,"Baton Rouge, 0.5 Mi W Of Louisiana State University",Louisiana,United States,p3m3 - p3 ainda eclodindo,,,D virginiana 11
USNM,284826,Didelphis,virginiana,Male,"Baton Rouge, 12 Mi S Of Louisiana State University",Louisiana,United States,p3m3 - começando,,,D virginiana 12
USNM,31084,Didelphis,virginiana,Female,Bay Saint Louis,Mississippi,United States,p3m3 - p3 e m4 ainda eclodindo,,não estava no banco de dados,D virginiana 12
USNM,45401,Didelphis,virginiana,Male,Bay Saint Louis,Mississippi,United States,,7,não estava no banco de dados,D virginiana 12
USNM,45884,Didelphis,virginiana,Female,Bay Saint Louis,Mississippi,United States,,6,não estava no banco de dados,D virginiana 12
USNM,186542,Didelphis,virginiana,Female,,South Carolina,United States,dp3m1 - eclodido,,,D virginiana 12
USNM,186543,Didelphis,virginiana,Male,,South Carolina,United States,,5,,D virginiana 12
USNM,A44235,Didelphis,virginiana,Male,Matagorda,Texas,United States,,7,,D virginiana 12
USNM,A44961,Didelphis,virginiana,Female,Dickenson Bayou,Texas,United States,,6,,D virginiana 12
USNM,99708,Didelphis,virginiana,Unknown,Port Lavaca,Texas,United States,,7,macho,D virginiana 12
USNM,135101,Didelphis,virginiana,Unknown,Liberty,Texas,United States,dp3m3,,macho?,D virginiana 12
USNM,136538,Didelphis,virginiana,Male,"Sour Lake, 7 Mi NE",Texas,United States,dp3m3,,,D virginiana 12
USNM,46589,Didelphis,virginiana,Male,Etzatlan,Jalisco,Mexico,dp3 - começando,,massinha - não estava no banco de dados,D virginiana 13
USNM,46589,Didelphis,virginiana,Male,Etzatlan,Jalisco,Mexico,dp3 - começando,,massinha - não estava no banco de dados,Vista Z 1
AMNH,93159,Didelphis,virginiana,m,Albermarle Co.,Virginia,USA,dp3m1,,,Didelphis 4
AMNH,139942,Didelphis,virginiana,?,Suffolk Co.,New York,USA,dp3m1 - começando,,,Didelphis 4
AMNH,131202,Didelphis,virginiana,f,Leon Co.,Florida,USA,dp3 - eclodido,,,Didelphis 4
AMNH,182030,Didelphis,virginiana,m,Pinellas Co.,Florida,USA,dp3m1 - começando,,,Didelphis 4
AMNH,137900,Didelphis,virginiana,m,Kiowa Co.,Kansas,USA,dp3m1,,,Didelphis 4
AMNH,121673,Didelphis,virginiana,m,Harrison Co.,Mississippi,USA,dp3m1 - começando,,,Didelphis 5
AMNH,145592,Didelphis,virginiana,f,Essex Co.,New Jersey,USA,dp3m1 - começando,,,Didelphis 5
AMNH,165928,Didelphis,virginiana,m,Morris Co.,New Jersey,USA,dp3m1 - começando,,,Didelphis 5
AMNH,149377,Didelphis,virginiana,f,Sevier Co.,Tennessee,USA,p3m3 - começando,,p3 ainda eclodindo,Didelphis 5
AMNH,149379,Didelphis,virginiana,f,Sevier Co.,Tennessee,USA,dp3m2 - eclodido,,,Didelphis 5
AMNH,121678,Didelphis,virginiana,m,Harrison Co.,Mississippi,USA,dp3m2 - eclodido,,,Didelphis 5
AMNH,121670,Didelphis,virginiana,m,Harrison Co.,Mississippi,USA,dp3m2 - começando,,,Didelphis 5
AMNH,121680,Didelphis,virginiana,f,Harrison Co.,Mississippi,USA,p3m3 - começando,,p3 ainda eclodindo,Didelphis 5
MVZ,29913,Didelphis,virginiana,male,Hayward,California,United States,dp3m1 - eclodido o próximo no osso,,,Didelphis 1
MVZ,31840,Didelphis,virginiana,male,Falls Church,Virginia,United States,,6,,Didelphis 1
MVZ,81408,Didelphis,virginiana,male,0.5 mi S and 0.5 mi W Wilmington,Ohio,United States,,7,,Didelphis 1
MVZ,98156,Didelphis,virginiana,male,SW edge of Lake Olomega,Depto. San Miguel,El Salvador,p3m3 - eclodido o próximo,,,Didelphis 1
MVZ,100066,Didelphis,virginiana,female,5 mi S Patzcuaro,MichoacÃ¡n,Mexico,p3m3 - começando,,,Didelphis 1
MVZ,102065,Didelphis,virginiana,female,2200 Los Angeles Ave.,California,United States,dp3m3 - começando a eclodir o próximo no osso,,,Didelphis 1
MVZ,102066,Didelphis,virginiana,male,2200 Los Angeles Ave.,California,United States,dp3m2,,,Didelphis 1
MVZ,102071,Didelphis,virginiana,male,2200 Los Angeles Ave.,California,United States,p3m3 - eclodido o próximo,,,Didelphis 2
MVZ,102074,Didelphis,virginiana,female,Moraga,California,United States,p3m3 - começando,,,Didelphis 2
MVZ,104039,Didelphis,virginiana,female,12 mi NE Greensboro,North Carolina,United States,p3m3 - começando,,,Didelphis 2
MVZ,106114,Didelphis,virginiana,female,"El Batel, 70 km NE MazatlÃ¡n",Sinaloa,Mexico,dp3m1 - começando a eclodir no osso,,,Didelphis 2
MVZ,106115,Didelphis,virginiana,male,"El Batel, 70 km NE MazatlÃ¡n",Sinaloa,Mexico,dp3m1,,,Didelphis 2
MVZ,106611,Didelphis,virginiana,male,3 mi W Folsom,California,United States,dp3m2,,,Didelphis 2
MVZ,107781,Didelphis,virginiana,male,Blanco,California,United States,dp3m3,,,Didelphis 2
MVZ,114910,Didelphis,virginiana,male,"Museum of Vertebrate Zoology at University of California, Berkeley (reared in captivity)",California,United States,dp3 - começando,,,Didelphis 2
MVZ,114911,Didelphis,virginiana,female,"Museum of Vertebrate Zoology at University of California, Berkeley (reared in captivity)",California,United States,dp3 - começando,,,Didelphis 2
MVZ,114912,Didelphis,virginiana,female,"Museum of Vertebrate Zoology at University of California, Berkeley (reared in captivity)",California,United States,dp3 - começando,,,Didelphis 2
MVZ,114914,Didelphis,virginiana,female,"Museum of Vertebrate Zoology at University of California, Berkeley (reared in captivity)",California,United States,dp3 - começando,,,Didelphis 2
MVZ,114915,Didelphis,virginiana,female,"Museum of Vertebrate Zoology at University of California, Berkeley (reared in captivity)",California,United States,dp3 - começando,,,Didelphis 2
MVZ,114916,Didelphis,virginiana,male,"Museum of Vertebrate Zoology at University of California, Berkeley (reared in captivity)",California,United States,dp3m1,,,Didelphis 2
MVZ,114917,Didelphis,virginiana,male,"Museum of Vertebrate Zoology at University of California, Berkeley (reared in captivity)",California,United States,dp3m1,,,Didelphis 2
MVZ,114918,Didelphis,virginiana,female,"Museum of Vertebrate Zoology at University of California, Berkeley (reared in captivity)",California,United States,dp3m1,,,Didelphis 2
MVZ,114919,Didelphis,virginiana,female,"Museum of Vertebrate Zoology at University of California, Berkeley (reared in captivity)",California,United States,dp3m1,,,Didelphis 2
MVZ,114920,Didelphis,virginiana,male,"Museum of Vertebrate Zoology at University of California, Berkeley (reared in captivity)",California,United States,dp3m1,,,Didelphis 2
MVZ,114921,Didelphis,virginiana,male,"Museum of Vertebrate Zoology at University of California, Berkeley (reared in captivity)",California,United States,dp3m1,,,Didelphis 2
MVZ,114922,Didelphis,virginiana,female,"Museum of Vertebrate Zoology at University of California, Berkeley (reared in captivity)",California,United States,dp3m1,,,Didelphis 2
MVZ,114923,Didelphis,virginiana,female,"Museum of Vertebrate Zoology at University of California, Berkeley (reared in captivity)",California,United States,dp3m1,,,Didelphis 2
MVZ,114924,Didelphis,virginiana,female,"Museum of Vertebrate Zoology at University of California, Berkeley (reared in captivity)",California,United States,dp3m1 - começando a eclodir no osso,,,Didelphis 2
MVZ,114925,Didelphis,virginiana,female,"Museum of Vertebrate Zoology at University of California, Berkeley (reared in captivity)",California,United States,dp3m1 - começando a eclodir no osso,,,Didelphis 2
MVZ,114927,Didelphis,virginiana,female,"Museum of Vertebrate Zoology at University of California, Berkeley (reared in captivity)",California,United States,dp3m1 - começando a eclodir no osso,,,Didelphis 2
MVZ,114928,Didelphis,virginiana,male,"Museum of Vertebrate Zoology at University of California, Berkeley (reared in captivity)",California,United States,dp3m1 - começando a eclodir no osso,,,Didelphis 2
MVZ,114929,Didelphis,virginiana,male,"Museum of Vertebrate Zoology at University of California, Berkeley (reared in captivity)",California,United States,dp3m1 - começando a eclodir no osso,,,Didelphis 2
MVZ,114930,Didelphis,virginiana,male,"Museum of Vertebrate Zoology at University of California, Berkeley (reared in captivity)",California,United States,dp3m1 - começando a eclodir no osso,,,Didelphis 2
MVZ,114932,Didelphis,virginiana,male,"Museum of Vertebrate Zoology at University of California, Berkeley (reared in captivity)",California,United States,dp3m1 - começando a eclodir no osso,,,Didelphis 2
MVZ,114933,Didelphis,virginiana,male,"Museum of Vertebrate Zoology at University of California, Berkeley (reared in captivity)",California,United States,dp3m1 - começando a eclodir no osso,,,Didelphis 2
MVZ,114934,Didelphis,virginiana,female,"Museum of Vertebrate Zoology at University of California, Berkeley (reared in captivity)",California,United States,dp3m1 - começando a eclodir no osso,,,Didelphis 2
MVZ,114935,Didelphis,virginiana,female,"Museum of Vertebrate Zoology at University of California, Berkeley (reared in captivity)",California,United States,dp3m1 - começando a eclodir no osso,,,Didelphis 2
MVZ,114936,Didelphis,virginiana,female,"Museum of Vertebrate Zoology at University of California, Berkeley (reared in captivity)",California,United States,dp3m1 - começando a eclodir no osso,,,Didelphis 2
MVZ,114937,Didelphis,virginiana,female,"Museum of Vertebrate Zoology at University of California, Berkeley (reared in captivity)",California,United States,dp3m1 - começando a eclodir no osso,,,Didelphis 2
MVZ,125634,Didelphis,virginiana,male,Los Angeles [1.4 mi N Sunset and Sepulveda],California,United States,p3m3 - p3 ainda eclodindo,7,,Didelphis 2
MVZ,129731,Didelphis,virginiana,male,Winston-Salem,North Carolina,United States,,,,Didelphis 2
MVZ,130274,Didelphis,virginiana,male,Los Esesmiles,Depto. Chalatenango,El Salvador,p3m3 - começando,,,Didelphis 2
MVZ,130275,Didelphis,virginiana,female,Los Esesmiles,Depto. Chalatenango,El Salvador,p3m3 - eclodido o próximo,,,Didelphis 3
MVZ,130283,Didelphis,virginiana,male,2 mi N Divisadero,Depto. Morazan,El Salvador,dp3m2 - eclodido o próximo no osso,,,Didelphis 3
MVZ,130286,Didelphis,virginiana,male,Lake Olomega,Depto. San Miguel,El Salvador,dp3 - começando,,,Didelphis 3
MVZ,130287,Didelphis,virginiana,male,Lake Olomega,Depto. San Miguel,El Salvador,dp3 - começando,,,Didelphis 3
MVZ,130288,Didelphis,virginiana,female,Lake Olomega,Depto. San Miguel,El Salvador,dp3 - começando,,,Didelphis 3
MVZ,130289,Didelphis,virginiana,female,Lake Olomega,Depto. San Miguel,El Salvador,dp3 - começando,,,Didelphis 3
MVZ,130291,Didelphis,virginiana,male,Lake Olomega,Depto. San Miguel,El Salvador,dp3 - começando,,,Didelphis 3
MVZ,130292,Didelphis,virginiana,male,Lake Olomega,Depto. San Miguel,El Salvador,dp3 - começando,,,Didelphis 3
MVZ,130293,Didelphis,virginiana,male,Lake Olomega,Depto. San Miguel,El Salvador,dp3 - começando,,,Didelphis 3
MVZ,130294,Didelphis,virginiana,male,Lake Olomega,Depto. San Miguel,El Salvador,dp3 - começando,,,Didelphis 3
MVZ,130295,Didelphis,virginiana,male,Lake Olomega,Depto. San Miguel,El Salvador,dp3 - começando,,,Didelphis 3
MVZ,130296,Didelphis,virginiana,male,Lake Olomega,Depto. San Miguel,El Salvador,dp3 - começando,,,Didelphis 3
MVZ,130297,Didelphis,virginiana,female,Lake Olomega,Depto. San Miguel,El Salvador,dp3 - começando,,,Didelphis 3
MVZ,130301,Didelphis,virginiana,male,Lake Olomega,Depto. San Miguel,El Salvador,dp3m2 - eclodido o próximo no osso,,,Didelphis 3
MVZ,130303,Didelphis,virginiana,female,Lake Olomega,Depto. San Miguel,El Salvador,dp3m2 - começando,,,Didelphis 3
MVZ,130312,Didelphis,virginiana,male,Rio San Miguel,Depto. San Miguel,El Salvador,p3m3 - começando,,,Didelphis 3
MVZ,177324,Didelphis,virginiana,male,"Robertson Creek, Hastings Natural History Reservation",California,United States,dp3m1,,,Didelphis 3
MVZ,177325,Didelphis,virginiana,male,"Robertson Creek, Hastings Natural History Reservation",California,United States,dp3m1,,,Didelphis 3
MVZ,206957,Didelphis,virginiana,female,"3390 Deer Hill Rd., Lafayette",California,United States,dp3m1,,,Didelphis 3
MVZ,216952,Didelphis,virginiana,female,"College Ave, Berkeley, 2936",California,United States,dp3m1,,,Didelphis 3
MVZ,113484,Didelphis,virginiana,unknown,"San Jose, 28 mi ESE ComitÃ¡n de DomÃ­nguez",Chiapas,Mexico,p3m3 - eclodido o próximo,,,Didelphis 3
MVZ,196713,Didelphis,virginiana,not recorded,Napa Valley,California,United States,p3m3- começando,,macho?,Didelphis 3
MVZ,40999,Didelphis,virginiana,unknown,no specific locality recorded,Georgia,United States,p3m3- começando,,,Didelphis 3
MVZ,90638,Didelphis,virginiana,male,4 mi S Bergman,Arkansas,United States,p3m3 - começando,,p3 ainda eclodindo,Didelphis 3
MVZ,90632,Didelphis,virginiana,female,6 mi S Bergman,Arkansas,United States,p3m3 - eclodido o próximo,,,Didelphis 3
MVZ,90633,Didelphis,virginiana,male,6 mi S Bergman,Arkansas,United States,dp3m3 - começando a eclodir o próximo no osso,,de um lado o dp3 já caiu mas o p3 ainda não está eclodido,Didelphis 3
MVZ,93853,Didelphis,virginiana,unknown,SE part Boone County,Arkansas,United States,p3m3 - começando,,p3 ainda eclodindo,Didelphis 3
MVZ,93854,Didelphis,virginiana,unknown,SE part Boone County,Arkansas,United States,dp3m3?,,"falta o m3, mas parece que já estava eclodido",Didelphis 3
MVZ,93855,Didelphis,virginiana,unknown,SE part Boone County,Arkansas,United States,dp3m3 - começando a eclodir o próximo no osso,,de um lado o dp3 já caiu mas o p3 ainda não está eclodido,Didelphis 4
MVZ,93856,Didelphis,virginiana,unknown,SE part Boone County,Arkansas,United States,dp3m2 - eclodido o próximo no osso,,de um lado o dp3 já caiu mas o p3 ainda não está eclodido,Didelphis 4
MVZ,93859,Didelphis,virginiana,unknown,SE Boone County,Arkansas,United States,dp3m2 - eclodido o próximo no osso,,mas na verdade os dp3 já cairam mas o p3 ainda não eclodiu,Didelphis 4
MVZ,113330,Didelphis,virginiana,female,1.75 mi S Montclair,California,United States,dp3m3,,dp3 já cairam mas p3 ainda não estão eclodidos,Didelphis 4
MVZ,114841,Didelphis,virginiana,male,Cook,Nebraska,United States,dp3m2 - eclodido o próximo no osso,,"m3 eclodido no osso e o m4 tbm, mas só que muito pequeno, parece vestigial. E na verdade, p dp3 tbm parece vestigial e o p3 começando a eclodir por baixo",Didelphis 4
MVZ,114844,Didelphis,virginiana,female,Cook,Nebraska,United States,dp3m3 - começando a eclodir o próximo no osso,,de um lado o dp3 já caiu mas o p3 ainda não está eclodido,Didelphis 4
MVZ,114861,Didelphis,virginiana,female,Berkeley Hills,California,United States,,5,,Didelphis 4
MVZ,114888,Didelphis,virginiana,male,"Museum of Vertebrate Zoology at University of California, Berkeley (reared in captivity)",California,United States,dp3m1 - começando a eclodir no osso,,,Didelphis 4
MVZ,114906,Didelphis,virginiana,unknown,"Museum of Vertebrate Zoology, University of California, Berkeley",California,United States,dp3m2 - eclodido o próximo no osso,,os dp3 já cairam mas os p3 ainda não estão eclodidos,Didelphis 4
MVZ,114877,Didelphis,virginiana,female,2 mi E Sanger,California,United States,dp3m1 - começando a eclodir no osso,,,Didelphis 4
MVZ,114878,Didelphis,virginiana,male,Sanger,California,United States,dp3m1 - começando a eclodir no osso,,,Didelphis 4
MVZ,114879,Didelphis,virginiana,female,"1 St Generation, Mother Caught at Sanger",California,United States,dp3m1 - começando a eclodir no osso,,etiqueta de 4 meses,Didelphis 4
MVZ,114880,Didelphis,virginiana,male,"1 St Generation, Mother Caught at Sanger",California,United States,dp3m1 - começando a eclodir no osso,,etiqueta de 4 meses,Didelphis 4
MVZ,114881,Didelphis,virginiana,female,"1 St Generation, Mother Caught at Sanger",California,United States,dp3m1 - começando a eclodir no osso,,etiqueta de 4 meses,Didelphis 4
MVZ,114882,Didelphis,virginiana,male,"1 St Generation, Mother Caught at Sanger",California,United States,dp3m1 - começando a eclodir no osso,,etiqueta de 4 meses,Didelphis 4
MVZ,114883,Didelphis,virginiana,female,"1 St Generation, Mother Caught at Sanger",California,United States,dp3m1 - começando a eclodir no osso,,etiqueta de 4 meses,Didelphis 4
MVZ,114884,Didelphis,virginiana,male,"1 St Generation, Mother Caught at Sanger",California,United States,dp3m1 - começando a eclodir no osso,,etiqueta de 4 meses,Didelphis 4
MVZ,114886,Didelphis,virginiana,male,"1 St Generation, Mother Caught at Sanger",California,United States,dp3m1 - começando a eclodir no osso,,etiqueta de 4 meses,Didelphis 4
MVZ,114887,Didelphis,virginiana,male,"1 St Generation, Mother Caught at Sanger",California,United States,dp3m1 - começando a eclodir no osso,,etiqueta de 4 meses,Didelphis 4
MVZ,114890,Didelphis,virginiana,female,"1 St Generation, Mother Caught at Sanger",California,United States,dp3m3 - começando a eclodir o próximo no osso,,,Didelphis 4
MVZ,128518,Didelphis,virginiana,female,2 mi E Sanger,California,United States,dp3m3 - começando a eclodir o próximo no osso,,nsl pode estar quebrado,Didelphis 4
MVZ,128519,Didelphis,virginiana,male,2 mi E Sanger,California,United States,dp3m3 - começando a eclodir o próximo no osso,,,Didelphis 4
MVZ,128520,Didelphis,virginiana,female,2 mi E Sanger,California,United States,dp3m1,,tem uma etiqueta dizendo que tem 4 meses de idade,Didelphis 4
MVZ,135038,Didelphis,virginiana,male,Kruse Loop [2.5 mi NE Wilsonville],Oregon,United States,dp3m3 - começando a eclodir o próximo no osso,,"em um lado o dp3 ainda está presente, mas os p3 estão quse que completamente eclodidos",Didelphis 4
MVZ,135039,Didelphis,virginiana,male,Oregon City,Oregon,United States,p3m3 - começando,,p3 quase totalmente eclodido,Didelphis 4
MVZ,135040,Didelphis,virginiana,male,Advance,Oregon,United States,dp3m2,,,Didelphis 4
MVZ,135043,Didelphis,virginiana,female,Lake Grove [Child Rd. near Tualatin River],Oregon,United States,dp3m2 - começando,,,Didelphis 4
MVZ,135045,Didelphis,virginiana,male,Lake Grove [Child Rd. near Tualatin River],Oregon,United States,p3m3 - começando,,,Didelphis 4
MVZ,135047,Didelphis,virginiana,male,Lake Grove [Child Rd. near Tualatin River],Oregon,United States,p3m3 - eclodido o próximo,,,Didelphis 4
MVZ,135049,Didelphis,virginiana,male,Lake Grove [Child Rd. near Tualatin River],Oregon,United States,p3m3 - eclodido o próximo,,,Didelphis 4
MVZ,135050,Didelphis,virginiana,male,Lake Grove [Child Rd. near Tualatin River],Oregon,United States,p3m3 - eclodido o próximo,,,Didelphis 4
MVZ,177326,Didelphis,virginiana,male,"Robertson Creek, Hastings Natural History Reservation",California,United States,dp3m1 - começando a eclodir no osso,,,Didelphis 4
MVZ,177327,Didelphis,virginiana,male,"Robertson Creek, Hastings Natural History Reservation",California,United States,dp3m1 - começando a eclodir no osso,,,Didelphis 4
MVZ,183330,Didelphis,virginiana,female,Cerrito Creek,California,United States,p3m3,,"não tem nem sinal do m4 e o crânio é bem grande, então acho que pode ser um defeito do bicho não ter os m4. os primeiros molares estão um pouco gastos",Didelphis 4
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
