0.085389079	0.042568337	0.228912865	0.113110273	0.144793497	0.114919234	0.273026897	0.186353456	0.218926478	0.100904931	0.063915774	0.023054502	0.067810002	0.05144061	0.096287268	0.083601774	0.083843604	0.054039891	0.04937208	0.032456817	0.144745058	0.170948728	0.049979447	0.125143294	0.055668565	0.046335717	0.062004631	0.053283434	0.061809376	0.031589003	0.025116208	0.018529996	0.034238041	0.013833316	0.013052444
0.042568337	0.052171418	0.18061583	0.111628515	0.144096848	0.116414926	0.17531849	0.149895956	0.185027306	0.121456708	0.066006061	0.026812196	0.068242442	0.037764863	0.079636203	0.060071178	0.069103516	0.047000824	0.049322393	0.021716724	0.118872322	0.138539254	0.044160407	0.113158435	0.049863033	0.036758435	0.055644255	0.045929123	0.051326632	0.027175026	0.025637513	0.018262914	0.032519098	0.010418737	0.012181219
0.228912865	0.18061583	1.27009609	0.707567641	0.956971582	0.754291379	1.315772912	0.922244533	1.178346753	0.479848989	0.279322604	0.077561169	0.337103071	0.267326335	0.524577626	0.391170967	0.377302496	0.258148882	0.304942279	0.148713854	0.561885916	0.653106459	0.247580438	0.581475948	0.268667231	0.170348683	0.271108651	0.284350773	0.245554605	0.165390085	0.169230681	0.102215591	0.182060415	0.069784225	0.083864064
0.113110273	0.111628515	0.707567641	0.55655081	0.606667815	0.48033757	0.724130644	0.648316336	0.708134124	0.35505246	0.181419795	0.046525686	0.202029846	0.14395893	0.298980965	0.220195652	0.23793437	0.156365014	0.074142247	0.09457968	0.342889036	0.417783898	0.144414189	0.365418813	0.167213788	0.093714836	0.162047199	0.170005792	0.176025335	0.093606152	0.101371363	0.060321001	0.115312357	0.039592621	0.049262155
0.144793497	0.144096848	0.956971582	0.606667815	0.928643528	0.666213157	0.973669533	0.716630069	1.016157213	0.446118013	0.22774755	0.061362173	0.276054134	0.230577826	0.445037677	0.30643812	0.30060435	0.204129758	0.314414652	0.142192339	0.359017508	0.425303523	0.192978588	0.484871161	0.218372841	0.118621124	0.22022836	0.209629584	0.184620395	0.143621145	0.159349527	0.093593686	0.155557069	0.05217813	0.073597959
0.114919234	0.116414926	0.754291379	0.48033757	0.666213157	0.571763164	0.767968554	0.575575384	0.765797468	0.37564653	0.187862401	0.051206347	0.227464474	0.171407722	0.331067002	0.247207825	0.263044492	0.168180072	0.222039141	0.1028954	0.354012846	0.419632662	0.121659956	0.391753712	0.177212591	0.097586607	0.17344795	0.177354082	0.183056387	0.109444676	0.124643436	0.070990563	0.130012729	0.042630739	0.054482188
0.273026897	0.17531849	1.315772912	0.724130644	0.973669533	0.767968554	2.660975923	1.179983175	1.448387931	-0.224961727	0.084608466	0.099927687	0.220618292	0.227426133	0.545111596	0.420545912	0.375066512	0.22052278	0.369111192	0.181495018	0.686268478	0.784851261	0.257084636	0.587050667	0.302826408	0.177887157	0.269588529	0.242917734	0.269182786	0.109714805	0.165976729	0.03564551	0.135030047	0.094054062	0.152060537
0.186353456	0.149895956	0.922244533	0.648316336	0.716630069	0.575575384	1.179983175	0.93121805	0.957333709	0.354855941	0.219612528	0.080332236	0.24508319	0.178743566	0.387228169	0.292462714	0.303285333	0.203080119	0.097509732	0.120202967	0.503460448	0.596533117	0.190360552	0.480431808	0.222079937	0.144639485	0.225662028	0.207614741	0.225117936	0.105824885	0.116115844	0.061152539	0.134369172	0.057095164	0.077121541
0.218926478	0.185027306	1.178346753	0.708134124	1.016157213	0.765797468	1.448387931	0.957333709	1.311238022	0.430396536	0.27086236	0.097474195	0.333582586	0.268350489	0.539134421	0.383659841	0.370482368	0.253619403	0.36237132	0.169032028	0.531409592	0.617192284	0.24349161	0.606254351	0.276171015	0.17375944	0.286080887	0.256399829	0.236861509	0.158362214	0.177304687	0.09605115	0.178091934	0.070948093	0.10386605
0.100904931	0.121456708	0.479848989	0.35505246	0.446118013	0.37564653	-0.224961727	0.354855941	0.430396536	1.352607559	0.312655946	0.153229257	0.041299105	0.130195405	0.230662254	0.162425242	0.216193215	0.155700368	0.08112444	0.070770723	0.296217349	0.350347044	0.105146692	0.360665622	0.135564451	0.117659989	0.177623854	0.177741026	0.145071189	0.113408059	0.023774363	0.094821372	0.104573425	0.023027962	-0.009366881
